"paper_id","rel_path","type_gt","group_gt","data_granularity_gt","data_format_gt","validated_at","annotator"
"0956797617696456","Data_and_Analyses/Code/Data Analysis.Rmd","code","shared",NA,NA,"2026-04-07T15:13:54","Levi Baruch"
"0956797617696456","Data_and_Analyses/Code/Data_Analysis.html","output","shared",NA,NA,"2026-04-07T15:13:56","Levi Baruch"
"0956797617696456","Data_and_Analyses/Code/summarySE.R","code","shared",NA,NA,"2026-04-07T15:13:58","Levi Baruch"
"0956797617696456","Data_and_Analyses/Code/Variable Calculation.Rmd","code","shared",NA,NA,"2026-04-07T15:14:03","Levi Baruch"
"0956797617696456","Data_and_Analyses/Data_Dictionary/Data dictionary_Sheet1.csv","codebook","shared",NA,NA,"2026-04-07T15:14:04","Levi Baruch"
"0956797617696456","Data_and_Analyses/Data_Files/emotion_motivation_variables_release.csv","data","shared","combined","tabular","2026-04-07T15:14:06","Levi Baruch"
"0956797617696456","Data_and_Analyses/Data_Files/study1_analysis_release.csv","data","ex1","combined","tabular","2026-04-07T15:14:32","Levi Baruch"
"0956797617696456","Data_and_Analyses/Data_Files/study1_anonymized_release.csv","data","ex1","combined","tabular","2026-04-07T15:14:32","Levi Baruch"
"0956797617696456","Data_and_Analyses/Data_Files/study1and2_mechstack_prepost.csv","data","shared","combined","tabular","2026-04-07T15:14:39","Levi Baruch"
"0956797617696456","Data_and_Analyses/Data_Files/study2_analysis_release.csv","data","ex2","combined","tabular","2026-04-07T15:14:40","Levi Baruch"
"0956797617696456","Data_and_Analyses/Data_Files/study2_anonymized_release.csv","data","ex2","combined","tabular","2026-04-07T15:14:41","Levi Baruch"
"0956797617696456","Data_and_Analyses/MPLUS_Analyses/Mechanisms_in_Opposite_Order_Model/mpluscode_opporder.inp","code","shared",NA,NA,"2026-04-07T15:14:48","Levi Baruch"
"0956797617696456","Data_and_Analyses/MPLUS_Analyses/Mechanisms_in_Opposite_Order_Model/mpluscode_opporder.out","output","shared",NA,NA,"2026-04-07T15:14:53","Levi Baruch"
"0956797617696456","Data_and_Analyses/MPLUS_Analyses/MPLUSfile_withheaders.dat","data","shared","combined","tabular","2026-04-07T15:14:57","Levi Baruch"
"0956797617696456","Data_and_Analyses/MPLUS_Analyses/MPLUSfile.dat","data","shared","combined","tabular","2026-04-07T15:14:57","Levi Baruch"
"0956797617696456","Data_and_Analyses/MPLUS_Analyses/MPLUSfile.sav","data","shared","combined","tabular","2026-04-07T15:15:03","Levi Baruch"
"0956797617696456","Data_and_Analyses/MPLUS_Analyses/Parallel_Mediators_Model/mpluscode_parallelmed.inp","code","shared",NA,NA,"2026-04-07T15:15:06","Levi Baruch"
"0956797617696456","Data_and_Analyses/MPLUS_Analyses/Parallel_Mediators_Model/mpluscode_parallelmed.out","output","shared",NA,NA,"2026-04-07T15:15:07","Levi Baruch"
"0956797617696456","Data_and_Analyses/MPLUS_Analyses/Predicted_Model/mpluscode_predictedmodel.inp","code","shared",NA,NA,"2026-04-07T15:15:07","Levi Baruch"
"0956797617696456","Data_and_Analyses/MPLUS_Analyses/Predicted_Model/mpluscode_predictedmodel.mdg","output","shared",NA,NA,"2026-04-07T15:15:30","Levi Baruch"
"0956797617696456","Data_and_Analyses/MPLUS_Analyses/Predicted_Model/mpluscode_predictedmodel.out","output","shared",NA,NA,"2026-04-07T15:15:31","Levi Baruch"
"0956797617696456","Data_and_Analyses/MPLUS_Analyses/Resource_Use_as_Mediator_Model/mpluscode_resuse.inp","code","shared",NA,NA,"2026-04-07T15:15:32","Levi Baruch"
"0956797617696456","Data_and_Analyses/MPLUS_Analyses/Resource_Use_as_Mediator_Model/mpluscode_resuse.out","output","shared",NA,NA,"2026-04-07T15:15:33","Levi Baruch"
"0956797617696456","Data_and_Analyses/MPLUS_Analyses/Saturated_Model/mpluscode_saturated.inp","code","shared",NA,NA,"2026-04-07T15:15:34","Levi Baruch"
"0956797617696456","Data_and_Analyses/MPLUS_Analyses/Saturated_Model/mpluscode_saturated.out","output","shared",NA,NA,"2026-04-07T15:15:34","Levi Baruch"
"0956797617696456","Data_and_Analyses/MPLUS_Analyses/Self-reflection_as_Mediator_Model/mpluscode_selfref.inp","code","shared",NA,NA,"2026-04-07T15:15:34","Levi Baruch"
"0956797617696456","Data_and_Analyses/MPLUS_Analyses/Self-reflection_as_Mediator_Model/mpluscode_selfref.out","output","shared",NA,NA,"2026-04-07T15:15:35","Levi Baruch"
"0956797617696456","Data_and_Analyses/MPLUS_Analyses/spssfileformplus.csv","data","shared","combined","tabular","2026-04-07T15:15:44","Levi Baruch"
"0956797617696456","Data_and_Analyses/README.rtf","readme","shared",NA,NA,"2026-04-07T15:15:50","Levi Baruch"
