"paper_id","rel_path","type_gt","group_gt","data_granularity_gt","data_format_gt","validated_at","annotator"
"0956797616689369","Time_Order_as_Psychological_Bias/Metadata.pdf","codebook","shared",NA,NA,"2026-04-02T17:00:32","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/ak150436_session1.mat","data","shared","individual","raw","2026-04-02T17:00:36","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/ak150436_session2.mat","data","shared","individual","raw","2026-04-02T17:00:36","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/ak150436_session3.mat","data","shared","individual","raw","2026-04-02T17:00:37","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/ak150436_session4.mat","data","shared","individual","raw","2026-04-02T17:00:37","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/al150424_session1.mat","data","shared","individual","raw","2026-04-02T17:00:37","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/al150424_session2.mat","data","shared","individual","raw","2026-04-02T17:00:37","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/al150424_session3.mat","data","shared","individual","raw","2026-04-02T17:00:37","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/al150424_session4.mat","data","shared","individual","raw","2026-04-02T17:00:37","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/cb150431_session1.mat","data","shared","individual","raw","2026-04-02T17:00:37","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/cb150431_session2.mat","data","shared","individual","raw","2026-04-02T17:00:37","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/cb150431_session3.mat","data","shared","individual","raw","2026-04-02T17:00:37","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/cb150431_session4.mat","data","shared","individual","raw","2026-04-02T17:00:37","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/cc150418_session1.mat","data","shared","individual","raw","2026-04-02T17:00:37","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/cc150418_session2.mat","data","shared","individual","raw","2026-04-02T17:00:38","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/cc150418_session3.mat","data","shared","individual","raw","2026-04-02T17:00:38","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/cc150418_session4.mat","data","shared","individual","raw","2026-04-02T17:00:38","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/cg130552_session1.mat","data","shared","individual","raw","2026-04-02T17:00:38","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/cg130552_session2.mat","data","shared","individual","raw","2026-04-02T17:00:38","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/cg130552_session3.mat","data","shared","individual","raw","2026-04-02T17:00:38","Levi Baruch"
"0956797616689369","Time_Order_as_Psychological_Bias/data_Grabot_vanWassenhove/cg130552_session4.mat","data","shared","individual","raw","2026-04-02T17:00:38","Levi Baruch"
