"paper_id","rel_path","type_gt","group_gt","data_granularity_gt","data_format_gt","validated_at","annotator"
"0956797617730892","Witt_Tenhundfeld_Tymoski_2018_Is/Experiment_Programs/circle.bmp","asset","shared",NA,NA,"2026-04-07T15:23:55","Levi Baruch"
"0956797617730892","Witt_Tenhundfeld_Tymoski_2018_Is/Experiment_Programs/PongRedBlueBack.es2","software","shared",NA,NA,"2026-04-07T15:23:58","Levi Baruch"
"0956797617730892","Witt_Tenhundfeld_Tymoski_2018_Is/Experiment_Programs/PongRedBlueBackSpider.es2","software","shared",NA,NA,"2026-04-07T15:23:58","Levi Baruch"
"0956797617730892","Witt_Tenhundfeld_Tymoski_2018_Is/Experimental_Data/PongBlueRedBack 1-16 Codebook ReadOnly.pdf","codebook","shared",NA,NA,"2026-04-07T15:23:59","Levi Baruch"
"0956797617730892","Witt_Tenhundfeld_Tymoski_2018_Is/Experimental_Data/PongBlueRedBack 1-16 Codebook_PongBlueRedBack 1-16.csv","codebook","shared",NA,NA,"2026-04-07T15:24:00","Levi Baruch"
"0956797617730892","Witt_Tenhundfeld_Tymoski_2018_Is/Experimental_Data/PongBlueRedBack 1-16.csv","data","shared","combined","tabular","2026-04-07T15:24:03","Levi Baruch"
"0956797617730892","Witt_Tenhundfeld_Tymoski_2018_Is/Experimental_Data/PongBlueRedBackSpider 40-55 Codebook ReadOnly.pdf","codebook","shared",NA,NA,"2026-04-07T15:24:10","Levi Baruch"
"0956797617730892","Witt_Tenhundfeld_Tymoski_2018_Is/Experimental_Data/PongBlueRedBackSpider 40-55 Codebook_PongBlueRedBackSpider 40-55.csv","codebook","shared",NA,NA,"2026-04-07T15:24:11","Levi Baruch"
"0956797617730892","Witt_Tenhundfeld_Tymoski_2018_Is/Experimental_Data/PongBlueRedBackSpider 40-55.csv","data","shared","combined","tabular","2026-04-07T15:24:47","Levi Baruch"
"0956797617730892","Witt_Tenhundfeld_Tymoski_2018_Is/Experimental_Data/Witt etal Exp 1 Survey Responses.pdf","data","ex1","combined","raw","2026-04-07T15:25:11","Levi Baruch"
"0956797617730892","Witt_Tenhundfeld_Tymoski_2018_Is/Experimental_Data/Witt etal Exp 2 Survey Responses.pdf","data","ex2","combined","raw","2026-04-07T15:25:33","Levi Baruch"
"0956797617730892","Witt_Tenhundfeld_Tymoski_2018_Is/ReadMe.txt","readme","shared",NA,NA,"2026-04-07T15:25:43","Levi Baruch"
