"paper_id","rel_path","type_gt","group_gt","data_granularity_gt","data_format_gt","validated_at","annotator"
"0956797618772504","Collective_Narcissism_Americans_Exaggerate_the/State Narcissism Survey (PDF).pdf","supplemental","shared",NA,NA,"2026-04-08T13:50:26","Levi Baruch"
"0956797618772504","Collective_Narcissism_Americans_Exaggerate_the/State Narcissism Survey (Qualtrics).qsf","supplemental","shared",NA,NA,"2026-04-08T13:50:26","Levi Baruch"
"0956797618772504","Collective_Narcissism_Americans_Exaggerate_the/stateDemoData.csv","data","shared","combined","tabular","2026-04-08T13:50:29","Levi Baruch"
"0956797618772504","Collective_Narcissism_Americans_Exaggerate_the/centralcoords.csv","data","shared","combined","tabular","2026-04-08T13:50:33","Levi Baruch"
"0956797618772504","Collective_Narcissism_Americans_Exaggerate_the/historyCuts.csv","supplemental","shared",NA,NA,"2026-04-08T13:50:38","Levi Baruch"
"0956797618772504","Collective_Narcissism_Americans_Exaggerate_the/ReadMe.txt","readme","shared",NA,NA,"2026-04-08T13:50:39","Levi Baruch"
"0956797618772504","Collective_Narcissism_Americans_Exaggerate_the/State Narcisissm Analysis.R","code","shared",NA,NA,"2026-04-08T13:50:41","Levi Baruch"
"0956797618772504","Collective_Narcissism_Americans_Exaggerate_the/State Narcissism Data Scrub.R","code","shared",NA,NA,"2026-04-08T13:50:41","Levi Baruch"
"0956797618772504","Collective_Narcissism_Americans_Exaggerate_the/State Narcissism Follow Up Data_Cut data.csv","data","shared","combined","tabular","2026-04-08T13:50:46","Levi Baruch"
"0956797618772504","Collective_Narcissism_Americans_Exaggerate_the/State Narcissism Follow Up Data_NR ratings.csv","data","shared","combined","tabular","2026-04-08T13:50:48","Levi Baruch"
"0956797618772504","Collective_Narcissism_Americans_Exaggerate_the/State Narcissism Follow Up Data_SN Mini Data.csv","data","shared","combined","tabular","2026-04-08T13:50:49","Levi Baruch"
"0956797618772504","Collective_Narcissism_Americans_Exaggerate_the/State Narcissism Follow Up Data_Summary.csv","data","shared","combined","tabular","2026-04-08T13:50:49","Levi Baruch"
"0956797618772504","Collective_Narcissism_Americans_Exaggerate_the/State Narcissism Raw Data.csv","data","shared","combined","tabular","2026-04-08T13:51:07","Levi Baruch"
"0956797618772504","Collective_Narcissism_Americans_Exaggerate_the/State Narcissism Scrubbed Data.csv","data","shared","combined","tabular","2026-04-08T13:51:08","Levi Baruch"
