"paper_id","rel_path","type_gt","group_gt","data_granularity_gt","data_format_gt","validated_at","annotator"
"0956797617735533","Perceived_average_orientation_reflects_effective/Cha-Chong_AvgOrientation_Behavior_Fitted Data.csv","output","shared",NA,NA,"2026-04-08T11:39:06","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/Cha-Chong_AvgOrientation_Behavior_Raw Data-A01.csv","data","shared","individual","tabular","2026-04-08T11:40:07","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/Cha-Chong_AvgOrientation_Behavior_Raw Data-A02.csv","data","shared","individual","tabular","2026-04-08T11:40:07","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/Cha-Chong_AvgOrientation_Behavior_Raw Data-S01.csv","data","shared","individual","tabular","2026-04-08T11:40:07","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/Cha-Chong_AvgOrientation_Behavior_Raw Data-S02.csv","data","shared","individual","tabular","2026-04-08T11:40:07","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/Cha-Chong_AvgOrientation_Behavior_Raw Data-S03.csv","data","shared","individual","tabular","2026-04-08T11:40:07","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/Cha-Chong_AvgOrientation_Behavior_Raw Data-S04.csv","data","shared","individual","tabular","2026-04-08T11:40:07","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/Cha-Chong_AvgOrientation_Behavior_Raw Data-S05.csv","data","shared","individual","tabular","2026-04-08T11:40:07","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/Cha-Chong_AvgOrientation_MATLAB-data/AUTHOR01.mat","data","shared","combined","raw","2026-04-08T11:39:46","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/Cha-Chong_AvgOrientation_MATLAB-data/AUTHOR02.mat","data","shared","combined","raw","2026-04-08T11:39:46","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/Cha-Chong_AvgOrientation_MATLAB-data/SUB01.mat","data","shared","individual","raw","2026-04-08T11:39:49","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/Cha-Chong_AvgOrientation_MATLAB-data/SUB02.mat","data","shared","individual","raw","2026-04-08T11:39:50","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/Cha-Chong_AvgOrientation_MATLAB-data/SUB03.mat","data","shared","individual","raw","2026-04-08T11:39:50","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/Cha-Chong_AvgOrientation_MATLAB-data/SUB04.mat","data","shared","individual","raw","2026-04-08T11:39:51","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/Cha-Chong_AvgOrientation_MATLAB-data/SUB05.mat","data","shared","individual","raw","2026-04-08T11:40:15","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/pretina-0.9.0a.tar/pretina-0.9.0a/ptb/cgabor_alpha.m","software","shared",NA,NA,"2026-04-08T11:40:34","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/pretina-0.9.0a.tar/pretina-0.9.0a/ptb/cgabor_blended.m","software","shared",NA,NA,"2026-04-08T11:40:34","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/pretina-0.9.0a.tar/pretina-0.9.0a/ptb/cgrating_alpha.m","software","shared",NA,NA,"2026-04-08T11:40:34","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/pretina-0.9.0a.tar/pretina-0.9.0a/ptb/cgrating_blended.m","software","shared",NA,NA,"2026-04-08T11:40:34","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/pretina-0.9.0a.tar/pretina-0.9.0a/ptb/gabor_alpha.m","software","shared",NA,NA,"2026-04-08T11:40:34","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/pretina-0.9.0a.tar/pretina-0.9.0a/ptb/gabor_blended.m","software","shared",NA,NA,"2026-04-08T11:40:34","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/pretina-0.9.0a.tar/pretina-0.9.0a/ptb/grating_alpha.m","software","shared",NA,NA,"2026-04-08T11:40:34","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/pretina-0.9.0a.tar/pretina-0.9.0a/ptb/grating_blended.m","software","shared",NA,NA,"2026-04-08T11:40:34","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/pretina-0.9.0a.tar/pretina-0.9.0a/ptb/imread_alpha.m","software","shared",NA,NA,"2026-04-08T11:40:34","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/pretina-0.9.0a.tar/pretina-0.9.0a/ptb/imwrite_alpha.m","software","shared",NA,NA,"2026-04-08T11:40:34","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/pretina-0.9.0a.tar/pretina-0.9.0a/angle2xy.m","software","shared",NA,NA,"2026-04-08T11:40:42","Levi Baruch"
"0956797617735533","Perceived_average_orientation_reflects_effective/pretina-0.9.0a.tar/pretina-0.9.0a/apply_alpha.m","software","shared",NA,NA,"2026-04-08T11:40:42","Levi Baruch"
