"paper_id","rel_path","type_gt","group_gt","data_granularity_gt","data_format_gt","validated_at","annotator"
"0956797616640705","Data_Files/Ex1_GeneralChoice.sav","data","ex1","combined","tabular","2026-04-08T10:57:49","Levi Baruch"
"0956797616640705","Data_Files/Ex2A_ActualChoice.sav","data","ex2a","combined","tabular","2026-04-08T10:57:50","Levi Baruch"
"0956797616640705","Data_Files/Ex2B_BUtasting.sav","data","ex2b","combined","tabular","2026-04-08T10:57:52","Levi Baruch"
"0956797616640705","Data_Files/Ex3Consumption.sav","data","ex3","combined","tabular","2026-04-08T10:57:56","Levi Baruch"
"0956797616640705","Data_Files/Ex4RelativeQualityofSubsitute.sav","data","ex4","combined","tabular","2026-04-08T10:57:56","Levi Baruch"
"0956797616640705","mxnea/StudyMaterials/Ex1_GeneralChoice_Questionnaire.pdf","supplemental","ex1",NA,NA,"2026-04-08T10:58:10","Levi Baruch"
"0956797616640705","mxnea/StudyMaterials/Ex2A_program.pdf","supplemental","ex2a",NA,NA,"2026-04-08T10:58:11","Levi Baruch"
"0956797616640705","mxnea/StudyMaterials/Ex2B_Program.pdf","supplemental","ex2b",NA,NA,"2026-04-08T10:58:11","Levi Baruch"
"0956797616640705","mxnea/StudyMaterials/Ex3_program.pdf","supplemental","ex3",NA,NA,"2026-04-08T10:58:12","Levi Baruch"
"0956797616640705","mxnea/StudyMaterials/Ex4_Program.pdf","supplemental","ex4",NA,NA,"2026-04-08T10:58:12","Levi Baruch"
