"paper_id","rel_path","type_gt","group_gt","data_granularity_gt","data_format_gt","validated_at","annotator"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Figure 3.jpg","asset","shared",NA,NA,"2026-04-07T11:14:28","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Figure 4. Beijing Clean Collage.jpg","asset","shared",NA,NA,"2026-04-07T11:13:16","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Figure 4. Beijing Polluted Collage.jpg","asset","shared",NA,NA,"2026-04-07T11:13:17","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/1.jpg","asset","shared",NA,NA,"2026-04-07T11:13:19","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/11.jpg","asset","shared",NA,NA,"2026-04-07T11:13:20","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/13c.jpg","asset","shared",NA,NA,"2026-04-07T11:13:20","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/13p.jpg","asset","shared",NA,NA,"2026-04-07T11:13:20","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/19.jpg","asset","shared",NA,NA,"2026-04-07T11:13:20","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/2.jpg","asset","shared",NA,NA,"2026-04-07T11:13:20","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/21.jpg","asset","shared",NA,NA,"2026-04-07T11:13:20","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/22.jpg","asset","shared",NA,NA,"2026-04-07T11:13:20","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/24.jpg","asset","shared",NA,NA,"2026-04-07T11:13:20","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/25.jpg","asset","shared",NA,NA,"2026-04-07T11:13:20","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/3.jpg","asset","shared",NA,NA,"2026-04-07T11:13:20","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/35.jpg","asset","shared",NA,NA,"2026-04-07T11:13:20","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/35c.jpg","asset","shared",NA,NA,"2026-04-07T11:13:21","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/35p.jpg","asset","shared",NA,NA,"2026-04-07T11:13:21","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/39.jpg","asset","shared",NA,NA,"2026-04-07T11:13:21","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/4.jpg","asset","shared",NA,NA,"2026-04-07T11:13:21","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/40.jpg","asset","shared",NA,NA,"2026-04-07T11:13:21","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/41.jpg","asset","shared",NA,NA,"2026-04-07T11:13:21","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/7.jpg","asset","shared",NA,NA,"2026-04-07T11:13:21","Levi Baruch"
"0956797617735807","Polluted_morality_Air_pollution_predicts/Open Materials OSF/Open_Materials_OSF/Polluted_Beijing-_Photos_Chosen/9.jpg","asset","shared",NA,NA,"2026-04-07T11:13:22","Levi Baruch"
