"paper_id","rel_path","type_gt","group_gt","data_granularity_gt","validated_at","annotator","data_format_gt"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/readme.txt","readme","shared",NA,"2026-03-30T14:30:24","Levi Baruch",NA
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_01_1_7_12112_22102014_polar.csv","data","shared","individual","2026-03-30T14:30:49","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_01_10_7_12175_22102014_polar.csv","data","shared","individual","2026-03-30T14:30:51","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_01_11_7_12188_22102014_polar.csv","data","shared","individual","2026-03-30T14:30:51","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_01_12_7_121911_22102014_polar.csv","data","shared","individual","2026-03-30T14:30:52","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_01_13_7_122014_22102014_polar.csv","data","shared","individual","2026-03-30T14:30:53","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_01_14_7_122118_22102014_polar.csv","data","shared","individual","2026-03-30T14:30:54","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_01_15_7_122221_22102014_polar.csv","data","shared","individual","2026-03-30T14:30:55","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_01_16_7_122324_22102014_polar.csv","data","shared","individual","2026-03-30T14:30:55","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_01_17_7_122427_22102014_polar.csv","data","shared","individual","2026-03-30T14:30:56","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_01_2_7_121117_22102014_polar.csv","data","shared","individual","2026-03-30T14:30:57","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_01_3_7_121221_22102014_polar.csv","data","shared","individual","2026-03-30T14:30:58","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_01_5_7_121429_22102014_polar.csv","data","shared","individual","2026-03-30T14:30:59","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_01_6_7_121445_22102014_polar.csv","data","shared","individual","2026-03-30T14:31:00","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_01_7_7_12155_22102014_polar.csv","data","shared","individual","2026-03-30T14:31:00","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_01_8_7_121548_22102014_polar.csv","data","shared","individual","2026-03-30T14:31:01","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_01_9_7_121618_22102014_polar.csv","data","shared","individual","2026-03-30T14:31:02","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_02_1_3_13734_22102014_polar.csv","data","shared","individual","2026-03-30T14:31:03","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_02_10_3_131249_22102014_polar.csv","data","shared","individual","2026-03-30T14:31:04","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_02_11_3_131353_22102014_polar.csv","data","shared","individual","2026-03-30T14:31:05","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_02_12_3_131442_22102014_polar.csv","data","shared","individual","2026-03-30T14:31:05","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_02_13_3_13157_22102014_polar.csv","data","shared","individual","2026-03-30T14:31:06","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_02_14_3_131542_22102014_polar.csv","data","shared","individual","2026-03-30T14:31:07","Levi Baruch","tabular"
"0956797617692107","2017_Herd_Those_Sheep_Emergent/RawData_Polar/RawData_Polar/BDH_02_15_3_131554_22102014_polar.csv","data","shared","individual","2026-03-30T14:31:08","Levi Baruch","tabular"
