"paper_id","rel_path","type_gt","group_gt","data_granularity_gt","validated_at","annotator","data_format_gt"
"0956797614554955","What_Is_Typical_Is_Good/EXP1_DFT_00.jpg","asset","ex1",NA,"2026-03-31T10:16:59","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP1_DFT_10.jpg","asset","ex1",NA,"2026-03-31T10:16:59","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP1_DFT_100.jpg","asset","ex1",NA,"2026-03-31T10:16:59","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP1_DFT_20.jpg","asset","ex1",NA,"2026-03-31T10:16:59","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP1_DFT_30.jpg","asset","ex1",NA,"2026-03-31T10:16:59","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP1_DFT_40.jpg","asset","ex1",NA,"2026-03-31T10:16:59","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP1_DFT_50.jpg","asset","ex1",NA,"2026-03-31T10:16:59","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP1_DFT_60.jpg","asset","ex1",NA,"2026-03-31T10:16:59","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP1_DFT_70.jpg","asset","ex1",NA,"2026-03-31T10:16:59","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP1_DFT_80.jpg","asset","ex1",NA,"2026-03-31T10:16:59","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP1_DFT_90.jpg","asset","ex1",NA,"2026-03-31T10:16:59","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP2_DFT_-100.jpg","asset","ex2",NA,"2026-03-31T10:17:05","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP2_DFT_-20.jpg","asset","ex2",NA,"2026-03-31T10:17:05","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP2_DFT_-40.jpg","asset","ex2",NA,"2026-03-31T10:17:05","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP2_DFT_-60.jpg","asset","ex2",NA,"2026-03-31T10:17:05","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP2_DFT_-80.jpg","asset","ex2",NA,"2026-03-31T10:17:05","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP2_DFT_00.jpg","asset","ex2",NA,"2026-03-31T10:17:05","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP2_DFT_100.jpg","asset","ex2",NA,"2026-03-31T10:17:05","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP2_DFT_20.jpg","asset","ex2",NA,"2026-03-31T10:17:05","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP2_DFT_40.jpg","asset","ex2",NA,"2026-03-31T10:17:05","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP2_DFT_60.jpg","asset","ex2",NA,"2026-03-31T10:17:05","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP2_DFT_80.jpg","asset","ex2",NA,"2026-03-31T10:17:05","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP3_DFT__00.jpg","asset","ex3",NA,"2026-03-31T10:17:10","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP3_DFT_-100.jpg","asset","ex3",NA,"2026-03-31T10:17:10","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP3_DFT_-20.jpg","asset","ex3",NA,"2026-03-31T10:17:10","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP3_DFT_-40.jpg","asset","ex3",NA,"2026-03-31T10:17:10","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP3_DFT_-60.jpg","asset","ex3",NA,"2026-03-31T10:17:10","Levi Baruch",NA
"0956797614554955","What_Is_Typical_Is_Good/EXP3_DFT_-80.jpg","asset","ex3",NA,"2026-03-31T10:17:10","Levi Baruch",NA
