"paper_id","rel_path","type_gt","group_gt","data_granularity_gt","data_format_gt","validated_at","annotator"
"0956797615576489","Culture_and_Face-to-trait_inferences/Data_files/election_data_JNA_prediction_all_02142015.csv","data","shared","combined","tabular","2026-04-09T09:45:05","Levi Baruch"
"0956797615576489","Culture_and_Face-to-trait_inferences/Data_files/KOR_consensus_KOR_consensus.csv","data","shared","combined","tabular","2026-04-09T09:45:11","Levi Baruch"
"0956797615576489","Culture_and_Face-to-trait_inferences/Data_files/US_consensus_US_consensus.csv","data","shared","combined","tabular","2026-04-09T09:45:17","Levi Baruch"
"0956797615576489","Culture_and_Face-to-trait_inferences/Data_files/Variable list.docx","codebook","shared",NA,NA,"2026-04-09T09:45:28","Levi Baruch"
"0956797615576489","Culture_and_Face-to-trait_inferences/Materials/examples.pptx","supplemental","shared",NA,NA,"2026-04-09T09:45:33","Levi Baruch"
"0956797615576489","Culture_and_Face-to-trait_inferences/Materials/faces of Korean politicians/faces_of_Korean_politicians/2_1.jpg","asset","shared",NA,NA,"2026-04-09T09:45:34","Levi Baruch"
"0956797615576489","Culture_and_Face-to-trait_inferences/Materials/faces of Korean politicians/faces_of_Korean_politicians/2_2.jpg","asset","shared",NA,NA,"2026-04-09T09:45:34","Levi Baruch"
"0956797615576489","Culture_and_Face-to-trait_inferences/Materials/faces of Korean politicians/faces_of_Korean_politicians/4_1.jpg","asset","shared",NA,NA,"2026-04-09T09:45:35","Levi Baruch"
"0956797615576489","Culture_and_Face-to-trait_inferences/Materials/faces of Korean politicians/faces_of_Korean_politicians/4_2.jpg","asset","shared",NA,NA,"2026-04-09T09:45:35","Levi Baruch"
"0956797615576489","Culture_and_Face-to-trait_inferences/Materials/faces of Korean politicians/faces_of_Korean_politicians/5_1.jpg","asset","shared",NA,NA,"2026-04-09T09:45:35","Levi Baruch"
"0956797615576489","Culture_and_Face-to-trait_inferences/Materials/faces of Korean politicians/faces_of_Korean_politicians/5_2.jpg","asset","shared",NA,NA,"2026-04-09T09:45:35","Levi Baruch"
"0956797615576489","Culture_and_Face-to-trait_inferences/Materials/faces of Korean politicians/faces_of_Korean_politicians/6_1.jpg","asset","shared",NA,NA,"2026-04-09T09:45:36","Levi Baruch"
"0956797615576489","Culture_and_Face-to-trait_inferences/Materials/faces of Korean politicians/faces_of_Korean_politicians/6_2.jpg","asset","shared",NA,NA,"2026-04-09T09:45:36","Levi Baruch"
"0956797615576489","Culture_and_Face-to-trait_inferences/Materials/faces of Korean politicians/faces_of_Korean_politicians/8_1.jpg","asset","shared",NA,NA,"2026-04-09T09:45:36","Levi Baruch"
"0956797615576489","Culture_and_Face-to-trait_inferences/Materials/faces of Korean politicians/faces_of_Korean_politicians/8_2.jpg","asset","shared",NA,NA,"2026-04-09T09:45:36","Levi Baruch"
"0956797615576489","Culture_and_Face-to-trait_inferences/Materials/faces of Korean politicians/faces_of_Korean_politicians/9_1.jpg","asset","shared",NA,NA,"2026-04-09T09:45:36","Levi Baruch"
"0956797615576489","Culture_and_Face-to-trait_inferences/Materials/faces of Korean politicians/faces_of_Korean_politicians/9_2.jpg","asset","shared",NA,NA,"2026-04-09T09:45:37","Levi Baruch"
"0956797615576489","Culture_and_Face-to-trait_inferences/Materials/faces of Korean politicians/faces_of_Korean_politicians/File Name.docx","supplemental","shared",NA,NA,"2026-04-09T09:45:40","Levi Baruch"
"0956797615576489","Culture_and_Face-to-trait_inferences/Materials/faces of Korean politicians/faces_of_Korean_politicians/12_1.jpg","asset","shared",NA,NA,"2026-04-09T09:45:40","Levi Baruch"
"0956797615576489","Culture_and_Face-to-trait_inferences/Materials/faces of Korean politicians/faces_of_Korean_politicians/12_2.jpg","asset","shared",NA,NA,"2026-04-09T09:45:41","Levi Baruch"
