"paper_id","rel_path","type_gt","group_gt","data_granularity_gt","data_format_gt","validated_at","annotator"
"0956797617747090","Implicit_Theory_of_Mind_myth/Full dataset (Supplement B, Study 1)_DLS.csv","data","ex1","combined","tabular","2026-04-07T15:59:35","Levi Baruch"
"0956797617747090","Implicit_Theory_of_Mind_myth/Full dataset (Supplement B, Study 1)_FirstSaccades.csv","data","ex1","combined","tabular","2026-04-07T15:59:35","Levi Baruch"
"0956797617747090","Implicit_Theory_of_Mind_myth/Full dataset (Supplement B, Study 1)_LookingTimes.csv","data","ex1","combined","tabular","2026-04-07T15:59:38","Levi Baruch"
"0956797617747090","Implicit_Theory_of_Mind_myth/Full dataset (Supplement B, Study 1)_LTSchneider_wide.csv","data","ex1","combined","tabular","2026-04-07T15:59:38","Levi Baruch"
"0956797617747090","Implicit_Theory_of_Mind_myth/Full dataset (Supplement B, Study 1)_LTSurian_wide.csv","data","ex1","combined","tabular","2026-04-07T15:59:38","Levi Baruch"
"0956797617747090","Implicit_Theory_of_Mind_myth/Full dataset Follow-up Study (Supplement C, Study 2)_Supplement C. Study 2 long.csv","data","ex2","combined","tabular","2026-04-07T15:59:45","Levi Baruch"
"0956797617747090","Implicit_Theory_of_Mind_myth/Full dataset Follow-up Study (Supplement C, Study 2)_Supplement C. Study 2 wide.csv","data","ex2","combined","tabular","2026-04-07T15:59:45","Levi Baruch"
"0956797617747090","zp76h/Cueing_vs_Theory_of_Mind/Full datasets (Supplement H)_DLS.csv","data","shared","combined","tabular","2026-04-07T15:59:48","Levi Baruch"
"0956797617747090","zp76h/Cueing_vs_Theory_of_Mind/Full datasets (Supplement H)_FirstSaccade.csv","data","shared","combined","tabular","2026-04-07T15:59:49","Levi Baruch"
"0956797617747090","zp76h/Cueing_vs_Theory_of_Mind/Full datasets (Supplement H)_ProportionOfLooking_long.csv","data","shared","combined","tabular","2026-04-07T15:59:49","Levi Baruch"
"0956797617747090","zp76h/Cueing_vs_Theory_of_Mind/Full datasets (Supplement H)_ProportionOfLooking_wide.csv","data","shared","combined","tabular","2026-04-07T15:59:49","Levi Baruch"
