"paper_id","rel_path","type_gt","group_gt","data_granularity_gt","data_format_gt","validated_at","annotator"
"0956797616638841","When_Payment_Undermines_the_Pitch/Data_Codebook/Codebook_Final.docx","codebook","shared",NA,NA,"2026-04-09T09:57:36","Levi Baruch"
"0956797616638841","When_Payment_Undermines_the_Pitch/Persuader_Instructions/Example Persuader Instructions_matching incentive.docx","supplemental","shared",NA,NA,"2026-04-09T09:57:38","Levi Baruch"
"0956797616638841","When_Payment_Undermines_the_Pitch/Persuader_Instructions/Example Persuader Instructions_no incentive.docx","supplemental","shared",NA,NA,"2026-04-09T09:57:38","Levi Baruch"
"0956797616638841","When_Payment_Undermines_the_Pitch/Persuader_Instructions/Example Persuader Instructions_personal incentive.docx","supplemental","shared",NA,NA,"2026-04-09T09:57:38","Levi Baruch"
"0956797616638841","When_Payment_Undermines_the_Pitch/Persuader_Survey_Studies_2_and/Example Persuader Survey.docx","supplemental","shared",NA,NA,"2026-04-09T09:57:39","Levi Baruch"
"0956797616638841","When_Payment_Undermines_the_Pitch/Study_1_Data_and_Syntax/Study 1 Individual Data.sav","data","ex1","combined","tabular","2026-04-09T09:57:42","Levi Baruch"
"0956797616638841","When_Payment_Undermines_the_Pitch/Study_1_Data_and_Syntax/Study 1 Individual Syntax.sps","code","ex1",NA,NA,"2026-04-09T09:57:43","Levi Baruch"
"0956797616638841","When_Payment_Undermines_the_Pitch/Study_1_Data_and_Syntax/Study 1 Video Data.sav","data","ex1","combined","tabular","2026-04-09T09:57:45","Levi Baruch"
"0956797616638841","When_Payment_Undermines_the_Pitch/Study_1_Data_and_Syntax/Study 1 Video Syntax.sps","code","ex1",NA,NA,"2026-04-09T09:57:48","Levi Baruch"
"0956797616638841","When_Payment_Undermines_the_Pitch/Study_2_Data_and_Syntax/Study 2 Individual Data.sav","data","ex2","combined","tabular","2026-04-09T09:57:49","Levi Baruch"
"0956797616638841","When_Payment_Undermines_the_Pitch/Study_2_Data_and_Syntax/Study 2 Individual Syntax.sps","code","ex2",NA,NA,"2026-04-09T09:57:51","Levi Baruch"
"0956797616638841","When_Payment_Undermines_the_Pitch/Study_2_Data_and_Syntax/Study 2 Video Data.sav","data","ex2","combined","tabular","2026-04-09T09:57:52","Levi Baruch"
"0956797616638841","When_Payment_Undermines_the_Pitch/Study_2_Data_and_Syntax/Study 2 Video Syntax.sps","code","ex2",NA,NA,"2026-04-09T09:57:54","Levi Baruch"
"0956797616638841","When_Payment_Undermines_the_Pitch/Study_3_Data_and_Syntax/Study 3 Individual Data.sav","data","ex3","combined","tabular","2026-04-09T09:57:55","Levi Baruch"
"0956797616638841","When_Payment_Undermines_the_Pitch/Study_3_Data_and_Syntax/Study 3 Individual Syntax.sps","code","ex3",NA,NA,"2026-04-09T09:57:56","Levi Baruch"
"0956797616638841","When_Payment_Undermines_the_Pitch/Study_3_Data_and_Syntax/Study 3 Video Data.sav","data","ex3","combined","tabular","2026-04-09T09:58:02","Levi Baruch"
"0956797616638841","When_Payment_Undermines_the_Pitch/Study_3_Data_and_Syntax/Study 3 Video Syntax.sps","code","ex3",NA,NA,"2026-04-09T09:58:03","Levi Baruch"
"0956797616638841","When_Payment_Undermines_the_Pitch/Supplementary_Materials/Supplementary Materials.docx","supplemental","shared",NA,NA,"2026-04-09T09:58:03","Levi Baruch"
"0956797616638841","When_Payment_Undermines_the_Pitch/Target_Donor_Survey/Example Target Donor Survey.docx","supplemental","shared",NA,NA,"2026-04-09T09:58:04","Levi Baruch"
