"paper_id","rel_path","type_gt","group_gt","data_granularity_gt","data_format_gt","validated_at","annotator"
"0956797617733803","Russell_Ickes_amp_Ta/Behavioral_Coding_Sheet.pdf","supplemental","shared",NA,NA,"2026-04-07T10:10:58","Levi Baruch"
"0956797617733803","Russell_Ickes_amp_Ta/FeelingsOfComfort_RecordingSheet.pdf","supplemental","shared",NA,NA,"2026-04-07T10:10:59","Levi Baruch"
"0956797617733803","Russell_Ickes_amp_Ta/Recruitment_Scripts.pdf","supplemental","shared",NA,NA,"2026-04-07T10:11:00","Levi Baruch"
"0956797617733803","Russell_Ickes_amp_Ta/SOM_PreInteractionQData.sav","data","shared","combined","tabular","2026-04-07T10:11:05","Levi Baruch"
"0956797617733803","Russell_Ickes_amp_Ta/SOM_PreInteractionQuestionaire.docx","supplemental","shared",NA,NA,"2026-04-07T10:11:05","Levi Baruch"
"0956797617733803","Russell_Ickes_amp_Ta/SOM_Questionaire_Means&Correlations_Table S1..csv","output","shared",NA,NA,"2026-04-07T10:11:21","Levi Baruch"
"0956797617733803","Russell_Ickes_amp_Ta/SOM_Questionaire_Means&Correlations_Table S2..csv","output","shared",NA,NA,"2026-04-07T10:11:22","Levi Baruch"
"0956797617733803","Russell_Ickes_amp_Ta/SOM_Questionaire_Means&Correlations_Table S3..csv","output","shared",NA,NA,"2026-04-07T10:11:23","Levi Baruch"
"0956797617733803","Russell_Ickes_amp_Ta/Study1_Data.sav","data","ex1","combined","tabular","2026-04-07T10:12:19","Levi Baruch"
"0956797617733803","Russell_Ickes_amp_Ta/Study1&2_Codebook_SOM.csv","codebook","shared",NA,NA,"2026-04-07T10:12:25","Levi Baruch"
"0956797617733803","Russell_Ickes_amp_Ta/Study1&2_Codebook_Study1.csv","codebook","shared",NA,NA,"2026-04-07T10:12:26","Levi Baruch"
"0956797617733803","Russell_Ickes_amp_Ta/Study1&2_Codebook_Study2 - A.csv","codebook","shared",NA,NA,"2026-04-07T10:12:26","Levi Baruch"
"0956797617733803","Russell_Ickes_amp_Ta/Study1&2_Codebook_Study2 - B.csv","codebook","shared",NA,NA,"2026-04-07T10:12:26","Levi Baruch"
"0956797617733803","Russell_Ickes_amp_Ta/Study1&2_Codebook_Study2 - C.csv","codebook","shared",NA,NA,"2026-04-07T10:12:26","Levi Baruch"
"0956797617733803","Russell_Ickes_amp_Ta/Study1&2_Codebook_Study2 - D.csv","codebook","shared",NA,NA,"2026-04-07T10:12:27","Levi Baruch"
"0956797617733803","Russell_Ickes_amp_Ta/Study2_BehavioralData_HLMStructured.sav","data","ex2","combined","tabular","2026-04-07T10:12:29","Levi Baruch"
"0956797617733803","Russell_Ickes_amp_Ta/Study2_MutualBehaviors.sav","data","ex2","combined","tabular","2026-04-07T10:12:30","Levi Baruch"
"0956797617733803","Russell_Ickes_amp_Ta/Study2_SelfReportData_HLMStructured.sav","data","ex2","combined","tabular","2026-04-07T10:12:31","Levi Baruch"
"0956797617733803","Russell_Ickes_amp_Ta/Study2_WomensBehavior&Comfort.sav","data","ex2","combined","tabular","2026-04-07T10:12:33","Levi Baruch"
